Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
27531082,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27531897,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27532911,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27533928,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27534751,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27535764,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27537761,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27537774,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27538691,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27539712,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27540563,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27541604,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27542452,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27543488,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27544522,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27545564,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27546393,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27547415,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27548437,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27549269,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27550293,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27551112,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27552136,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27553163,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27553989,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27555012,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27556031,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27557886,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27557898,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27558987,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27559814,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27560742,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27561675,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27562687,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27563509,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27564522,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27565535,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27566549,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27567560,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27568383,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27569399,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27570216,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27571233,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27572325,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27573342,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27574357,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27575175,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27576185,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27578019,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27578031,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27578937,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27580003,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27580831,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27581856,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27582681,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27583705,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27584727,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27585753,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27586582,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27587606,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27588635,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27589480,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27590500,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27591669,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27592518,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27593542,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27594365,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27595384,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27596409,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27598124,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27598137,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27599266,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27600306,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27600976,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27601993,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27603005,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27604015,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27604837,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27605855,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27606868,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27607687,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27608709,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27609723,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27610734,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27611745,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27612757,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27613582,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27614596,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27615606,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27616428,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27617974,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27618358,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27619203,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27620222,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27621255,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27622274,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27623099,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27624090,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27625118,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27625944,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27626964,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27627986,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27629005,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27629835,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27630859,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27631878,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27632705,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27633728,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27634553,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27635579,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27636600,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27638181,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27638518,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27639371,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27640380,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27641394,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27642212,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27643232,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27644242,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27645259,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27646073,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27647086,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27648098,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27649112,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27650123,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27650940,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27651954,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27652968,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27653797,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27654807,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27655819,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27656832,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27658187,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27658750,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27659792,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27660619,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27661647,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27662666,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27663495,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27664515,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27665538,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27666557,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27667383,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27668406,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27669429,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27670256,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27671278,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27672300,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27673131,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27674183,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27675006,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27676031,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27677054,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27678255,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27678986,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27680021,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27680844,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27681912,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27682736,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27683750,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27684762,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27685588,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27686615,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27687627,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27688448,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27689468,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27690480,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27691309,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27692326,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27693369,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27694260,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27695384,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27696235,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27697252,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27698421,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27699187,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27700014,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27701035,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27701869,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27702893,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27703933,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27704955,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27705979,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27706807,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27707830,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27708671,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27709697,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27710522,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27711542,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27712563,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27713588,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27714416,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27715437,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27716454,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27717290,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27718482,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27719192,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27720214,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27721274,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27722198,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27723211,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27724030,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27725042,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27726060,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27726878,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27727895,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27728909,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27729736,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27730748,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27731762,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27732582,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27733602,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27734616,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27735628,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27736449,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27737469,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27738638,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27739394,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27740438,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27741465,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27742293,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27743318,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27744139,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27745169,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27746188,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27747015,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27748037,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27748864,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27749892,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27750911,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27751935,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27752957,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27753809,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27754855,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27755686,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27756706,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27757537,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27758735,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27759651,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27760473,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27761505,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27762518,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27763370,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27764286,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27765367,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27766183,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27767196,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27768207,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27769025,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27770043,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27771054,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27771875,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27772888,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27773904,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27774723,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27775736,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27776766,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27778751,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27778764,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27779721,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27780561,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27781586,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27782412,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27783434,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27784455,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27785288,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27786311,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27787330,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27788154,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27789181,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27790201,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27791222,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27792048,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27793082,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27793913,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27794936,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27795978,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27797003,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27798859,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27798872,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27799767,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27800867,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27801820,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27802643,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27803656,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27804668,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27805495,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27806509,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27807519,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27808339,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27809369,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27810380,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27811196,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27812213,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27813233,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27814245,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27815256,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27816071,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27817087,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27818826,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27819203,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27819848,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27820870,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27821896,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27822791,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27823812,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27824833,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27825859,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27826878,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27827705,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27828728,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27829778,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27830941,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27831596,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27832620,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27833453,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27834474,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27835494,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27836515,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27837538,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27838935,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27839507,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27840348,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27841364,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27842179,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27843190,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27844203,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27845219,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27846233,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27847047,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27848060,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27849073,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27850093,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27850911,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27851924,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27852935,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27853952,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27854964,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27855975,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27856797,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27857813,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27859004,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27859722,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27860746,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27861769,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27862610,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27863746,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
27864575,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27865603,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27866625,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
27867648,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27868479,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27869502,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27870521,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27871350,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27872368,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27873197,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27874223,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27875250,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27876270,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27877295,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27879078,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27879485,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27880328,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27881153,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
27882166,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27882983,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27883996,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
27885010,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
27886052,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27886888,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
27887898,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27888912,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
27889736,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
27890751,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
27891764,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
27892778,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
