Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
35275943,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35277059,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35277980,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35278800,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35279841,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35280851,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35281872,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35282882,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35283703,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35284719,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35285738,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35286557,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35287572,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35288582,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35289598,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35290417,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35291431,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35292447,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35293466,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35295292,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35295305,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35296241,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35297266,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35298088,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35299110,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35299935,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35300958,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35301985,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35303005,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35303832,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35304853,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35305884,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35306712,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35307735,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35308763,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35309599,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35310620,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35311641,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35312465,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35313495,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35315343,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35315362,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35316444,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35317282,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35318327,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35319363,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35320378,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35321200,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35322251,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35323262,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35324275,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35325294,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35326111,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35327122,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35328135,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35329153,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35329992,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35331031,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35332046,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35332866,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35333885,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35335281,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35335847,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35336677,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35337721,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35338761,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35339596,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35340618,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35341664,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35342501,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35343535,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35344566,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35345593,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35346420,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35347442,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35348463,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35349491,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35350319,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35351342,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35352362,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35353384,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35354232,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35355435,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35356173,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35357200,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35358229,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35359244,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35360056,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35361070,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35362129,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35362946,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35363960,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35364975,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35365799,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35366813,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35367825,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35368837,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35369666,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35370707,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35371738,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35372581,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35373713,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35375547,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35375560,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35376500,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35377526,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35378548,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35379571,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35380401,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35381427,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35382448,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35383277,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35384297,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35385325,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35386150,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35387173,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35388194,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35389220,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35390045,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35391067,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35392088,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35393113,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35393938,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35395514,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35395841,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35396948,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35397940,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35398953,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35399773,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35400784,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35401801,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35402816,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35403828,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35404648,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35405666,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35406681,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35407693,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35408716,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35409545,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35410553,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35411567,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35412391,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35413408,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35414222,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35415581,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35416344,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35417179,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35418200,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35419221,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35420044,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35421067,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35422099,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35423122,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35424143,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35424968,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35425997,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35427016,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35428039,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35428867,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35429893,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35430911,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35431741,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35432763,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35433697,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35435702,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35435715,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35436651,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35437681,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35438518,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35439602,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35440537,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35441557,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35442569,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35443391,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35444405,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35445418,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35446429,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35447441,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35448262,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35449283,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35450294,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35451307,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35452321,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35453140,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35454153,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35455697,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35456074,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35457151,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35457977,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35458998,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35460016,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35460845,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35461875,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35462898,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35463745,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35464790,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35465815,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35466644,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35467666,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35468686,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35469518,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35470542,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35471562,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35472584,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35473614,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35474441,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35475829,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35476591,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35477416,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35478432,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35479478,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35480318,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35481357,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35482173,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35483464,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35484176,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35485194,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35486207,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35487024,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35488036,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35489049,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35490067,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35490885,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35491897,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35492911,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35493928,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35495917,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35495930,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35496902,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35497732,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35498751,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35499580,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35500604,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35501629,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35502454,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35503475,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35504496,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35505524,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35506349,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35507375,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35508394,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35509426,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35510446,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35511276,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35512295,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35513118,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35514139,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35516173,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35516186,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35517074,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35518110,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35519199,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35520018,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35521030,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35522047,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35523059,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35523879,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35524893,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35525911,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35526925,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35527741,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35528757,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35529775,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35530597,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35531610,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35532623,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35533643,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35534656,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35536195,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35536578,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35537430,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35538475,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35539504,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35540359,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35541383,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35542405,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35543425,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35544250,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35545280,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35546302,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35547322,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35548148,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35549175,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35550198,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35551019,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35552044,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35553066,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35554099,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35554925,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35556312,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35557045,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35557873,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35558929,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35559771,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35560617,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35561648,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35562673,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35563685,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35564699,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35565523,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35566557,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35567587,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35568599,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35569426,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35570439,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35571452,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35572378,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35573401,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35574409,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35576464,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35576477,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35577313,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35578248,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35579268,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35580203,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35581056,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35582082,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35583023,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35584265,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35585061,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35586027,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35587076,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35587910,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35588932,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35589959,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35590980,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35591808,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35592830,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35593660,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35594682,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35596470,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35596851,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35597683,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35598710,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35599543,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35600694,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35601579,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35602590,000001A8,false,Rx,0,8,80,00,00,00,00,00,A0,00,
35603410,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35604421,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35605440,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35606453,00000161,false,Rx,0,7,00,00,62,00,00,00,00,00,
35607275,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35608288,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35609116,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35610131,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35611143,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35612156,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35613174,000001A1,false,Rx,0,8,00,DE,C6,00,00,00,00,00,
35613992,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35615007,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35616560,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35617133,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35617974,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35618996,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35619823,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35620846,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35621874,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35622895,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35623724,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35624711,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35625737,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35626759,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35627586,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35628608,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35629633,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35630654,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35631481,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35632503,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35633528,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35634355,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
35635378,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35636761,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35637487,000001A1,false,Rx,0,8,80,DE,C6,00,00,00,00,00,
35638305,000000F6,false,Rx,0,8,8E,64,00,00,00,08,63,20,
35639319,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35640363,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
35641422,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
35642245,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
35643260,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
35644275,00000128,false,Rx,0,8,10,00,00,00,00,A0,10,00,
35645291,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
